votenumber,voteid,votedate,majorityreq,result,votedesc,S354,S317,S330,S396,S341,S342,S370,S343,S397,S307,S300,S275,S372,S308,S277,S309,S373,S252,S337,S287,S385,S374,S398,S266,S355,S375,S386,S253,S376,S221,S357,S331,S293,S153,S407,S387,S388,S399,S359,S408,S361,S344,S395,S236,S345,S362,S406,S389,S363,S311,S378,S057,S346,S405,S409,S410,S338,S369,S411,S174,S306,S322,S347,S288,S364,S229,S348,S380,S349,S259,S323,S401,S402,S381,S350,S313,S382,S353,S270,S404,S365,S324,S184,S403,S394,S284,S383,S314,S303,S384,S351,S412,S390,S327,S366,S316,S318,S247,S391,S414,S413,S415
242,117-1-242,2021-06-21 17:31:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN249,1,0,1,0,1,1,3,0,3,3,1,1,0,1,1,3,0,1,1,1,1,0,3,0,0,3,1,1,0,1,0,1,0,0,0,,1,0,1,1,1,3,0,3,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,1,1,1,3,1,0,1,3,0,1,3,0,1,3,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,3,1.0,1.0,1.0
243,117-1-243,2021-06-22 11:59:00,1/2,Nomination Confirmed,On the Nomination PN249,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
244,117-1-244,2021-06-22 12:49:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN220,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
245,117-1-245,2021-06-22 14:27:00,1/2,Nomination Confirmed,On the Nomination PN220,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
246,117-1-246,2021-06-22 17:51:00,3/5,Cloture on the Motion to Proceed Rejected,On Cloture on the Motion to Proceed S. 2093,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
247,117-1-247,2021-06-23 15:06:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN388,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
248,117-1-248,2021-06-23 17:35:00,1/2,Nomination Confirmed,On the Nomination PN388,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
249,117-1-249,2021-06-23 18:22:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN392,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
250,117-1-250,2021-06-24 10:50:00,1/2,Amendment Rejected,On the Amendment S.Amdt. 2119 to S. 1251 (Growing Climate Solutions Act of 2021),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0
251,117-1-251,2021-06-24 11:24:00,1/2,Bill Passed,On Passage of the Bill S. 1251,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1.0,1.0
252,117-1-252,2021-06-24 13:52:00,1/2,Nomination Confirmed,On the Nomination PN392,1,0,1,0,1,0,1,0,0,1,3,1,0,1,1,1,0,1,1,0,1,0,3,0,0,0,1,1,0,1,0,1,1,0,0,,1,0,1,1,1,0,3,0,3,1,1,0,1,1,0,1,0,,1,0,1,1,3,0,1,1,3,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,3,1,1,1,1,0,1,0,1.0,1.0,1.0
253,117-1-253,2021-07-12 17:42:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN241,1,0,1,0,1,1,3,0,3,1,1,1,1,1,1,1,3,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,,1,0,1,1,1,0,1,3,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,1,1,1,1,3,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,3,1,0,1,1,1,1,1,1,1,1.0,1.0,1.0
254,117-1-254,2021-07-13 11:30:00,1/2,Nomination Confirmed,On the Nomination PN241,1,0,1,0,1,1,1,0,3,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,,1,0,1,1,1,0,1,3,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,3,1.0,1.0,1.0
255,117-1-255,2021-07-13 12:18:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN122,1,0,1,0,1,0,1,0,3,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,,1,0,1,1,1,0,0,3,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,3,1.0,1.0,1.0
256,117-1-256,2021-07-13 14:28:00,1/2,Nomination Confirmed,On the Nomination PN122,1,0,1,0,1,0,1,0,3,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,,1,0,1,1,1,0,0,3,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,3,1.0,1.0,1.0
257,117-1-257,2021-07-13 17:03:00,1/2,Motion to Discharge Agreed to,On the Motion to Discharge PN126,1,0,1,0,1,0,1,0,3,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,3,1.0,1.0,1.0
258,117-1-258,2021-07-14 11:27:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN271,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
259,117-1-259,2021-07-14 12:17:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN269,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
260,117-1-260,2021-07-14 14:41:00,1/2,Nomination Confirmed,On the Nomination PN271,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,3,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
261,117-1-261,2021-07-14 15:21:00,1/2,Nomination Confirmed,On the Nomination PN269,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,3,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
262,117-1-262,2021-07-14 17:46:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN414,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,3,1,0,,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1.0,1.0,1.0
263,117-1-263,2021-07-14 18:23:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN460,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3,1,0,,1,0,1,1,1,1,1,1,3,1,1,1,1,1,0,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1.0,1.0,1.0
264,117-1-264,2021-07-15 11:09:00,1/2,Nomination Confirmed,On the Nomination PN414,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,3,1,0,,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1.0,1.0,1.0
265,117-1-265,2021-07-15 11:53:00,1/2,Nomination Confirmed,On the Nomination PN460,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3,1,0,,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1.0,1.0,1.0
266,117-1-266,2021-07-15 13:46:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN389,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,3,1,0,,1,0,1,1,1,0,0,0,3,1,1,0,1,1,0,1,1,,1,0,1,1,0,0,1,1,3,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
267,117-1-267,2021-07-19 17:31:00,1/2,Nomination Confirmed,On the Nomination PN389,1,0,1,0,1,0,3,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,3,0,0,1,1,1,1,1,1,1,1,0,,1,0,1,1,1,0,0,0,0,1,3,0,1,1,0,1,1,,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,3,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
268,117-1-268,2021-07-20 11:55:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN423,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
269,117-1-269,2021-07-20 12:38:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN126,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
270,117-1-270,2021-07-20 14:15:00,1/2,Nomination Confirmed,On the Nomination PN423,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
271,117-1-271,2021-07-20 17:16:00,1/2,Amendment Rejected,On the Amendment S.Amdt. 2121 to H.R. 1652 (VOCA Fix to Sustain the Crime Victims Fund Act of 2021),0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0.0,0.0,0.0
272,117-1-272,2021-07-20 18:01:00,3/5,Bill Passed,On Passage of the Bill H.R. 1652,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0
273,117-1-273,2021-07-21 11:25:00,1/2,Nomination Confirmed,On the Nomination PN126,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
274,117-1-274,2021-07-21 12:22:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN242,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
275,117-1-275,2021-07-21 14:30:00,1/2,Nomination Confirmed,On the Nomination PN242,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
276,117-1-276,2021-07-21 15:17:00,3/5,Cloture on the Motion to Proceed Rejected,On Cloture on the Motion to Proceed H.R. 3684,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
277,117-1-277,2021-07-22 13:26:00,1/2,Nomination Confirmed,On the Nomination PN401,1,1,1,0,1,1,1,0,0,1,3,1,1,1,1,1,0,1,1,1,1,0,1,1,0,3,1,1,1,1,1,1,1,1,0,,1,0,1,1,1,1,1,1,3,1,1,0,1,1,0,1,1,,1,1,1,1,0,1,1,1,3,1,1,1,0,1,1,1,1,1,1,1,3,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,1.0
278,117-1-278,2021-07-26 17:31:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN250,1,0,1,0,1,1,3,0,0,1,0,1,1,3,1,1,0,1,1,1,1,0,0,3,0,0,1,1,0,1,0,1,1,1,0,,1,0,1,1,1,0,0,3,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,1,1,3,0,1,0,1,0,0,1,3,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
279,117-1-279,2021-07-27 11:32:00,1/2,Nomination Confirmed,On the Nomination PN250,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,3,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
280,117-1-280,2021-07-27 17:04:00,1/2,Motion to Discharge Agreed to,On the Motion to Discharge PN443,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,3,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
281,117-1-281,2021-07-28 11:36:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN609,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,3,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
282,117-1-282,2021-07-28 14:42:00,1/2,Nomination Confirmed,On the Nomination PN609,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,3,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
283,117-1-283,2021-07-28 15:31:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN739,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,3,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
284,117-1-284,2021-07-28 17:46:00,1/2,Nomination Confirmed,On the Nomination PN739,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,3,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
285,117-1-285,2021-07-28 18:44:00,3/5,Cloture on the Motion to Proceed Agreed to,On Cloture on the Motion to Proceed H.R. 3684,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,3,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1.0,1.0,1.0
286,117-1-286,2021-07-29 13:01:00,3/5,Motion Agreed to,On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Leahy Amdt. No. 2123),1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,3,1,1,1,0,1,1,1,0,1,1,1,0,1,1,3,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1.0,1.0,1.0
287,117-1-287,2021-07-29 13:45:00,3/5,Bill Passed,On Passage of the Bill H.R. 3237,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0
288,117-1-288,2021-07-30 12:25:00,1/2,Motion to Proceed Agreed to,On the Motion to Proceed H.R. 3684,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,,1,0,1,1,1,1,0,3,0,1,1,0,1,1,0,1,0,,1,0,1,1,3,1,1,1,0,1,1,1,3,1,1,1,3,1,1,3,3,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1.0,1.0,1.0
289,117-1-289,2021-07-30 13:06:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN369,1,0,1,0,1,0,1,0,0,1,3,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,,1,0,1,1,1,0,0,3,3,1,1,0,1,1,0,1,0,,1,0,1,1,3,0,1,1,0,0,1,1,3,1,0,1,3,0,1,3,3,1,3,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
290,117-1-290,2021-07-30 15:00:00,1/2,Nomination Confirmed,On the Nomination PN369,1,3,1,3,1,0,1,0,0,1,3,1,0,1,1,1,0,0,1,0,1,0,0,0,0,3,1,1,0,3,0,1,0,0,3,,1,0,1,1,1,0,0,3,3,1,1,0,3,1,0,1,0,,1,0,1,1,3,0,1,1,3,0,1,1,3,1,0,1,3,0,1,3,3,3,3,1,1,0,0,1,0,1,1,1,0,1,0,3,0,3,1,1,1,1,0,1,0,1.0,1.0,1.0
291,117-1-291,2021-08-02 17:31:00,3/5,Amendment Agreed to,On the Amendment S.Amdt. 2133 to S.Amdt. 2137 to H.R. 3684 (INVEST in America Act),1,1,1,0,1,1,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,1,1,,1,1,1,1,1,1,1,3,1,1,1,0,1,1,1,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,1.0
292,117-1-292,2021-08-02 18:14:00,3/5,Amendment Agreed to,On the Amendment S.Amdt. 2162 to S.Amdt. 2137 to H.R. 3684 (INVEST in America Act),1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0
293,117-1-293,2021-08-02 19:36:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 2180 to S.Amdt. 2137 to H.R. 3684 (INVEST in America Act),0,1,0,1,0,3,3,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,3,1,1,,0,3,0,0,0,1,1,3,1,3,0,1,0,0,1,0,1,,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,3,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0.0,0.0,0.0
