votenumber,voteid,votedate,majorityreq,result,votedesc,S289,S354,S317,S330,S396,S341,S342,S370,S343,S397,S307,S300,S275,S372,S308,S277,S309,S373,S252,S337,S287,S385,S374,S398,S266,S355,S375,S386,S253,S254,S376,S221,S357,S377,S331,S293,S153,S387,S388,S399,S359,S361,S344,S395,S236,S305,S345,S393,S362,S389,S363,S311,S378,S057,S346,S338,S369,S174,S400,S306,S322,S347,S288,S364,S229,S348,S379,S380,S349,S259,S323,S260,S401,S402,S381,S350,S313,S382,S353,S270,S404,S365,S324,S184,S403,S394,S284,S383,S314,S303,S384,S351,S326,S390,S327,S366,S316,S318,S247,S391
370,116-1-370,2019-12-03 12:22:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN783,1,1,1,1,1,0,1,3,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,3,1,1,3,1,1,0,0,1,1,1,1,1,1,1,1,1,3,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,3,1,3,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,3,3,1,0,1
371,116-1-371,2019-12-03 17:09:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1056,1,0,1,0,1,0,1,3,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,1,1,0,0,1,0,3,1,0,1,0,0,1,1,0,0,1,3,0,0,1,1,0,1,0,1,1,1,0,3,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
372,116-1-372,2019-12-03 17:48:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN720,1,0,1,0,1,0,1,3,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,3,3,1,0,1,1,3,1,1,1,1,0,1,1,0,0,1,3,1,0,1,1,0,1,1,1,1,1,0,3,1,3,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,3,1,1,0,1
373,116-1-373,2019-12-03 18:02:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN903,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,0,1,1,1,3,1,1,1,1,1,3,1,1,1,1,0,1,1,1,0,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
374,116-1-374,2019-12-03 18:18:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN853,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,0,1,1,1,3,1,1,1,1,1,3,1,1,1,1,0,1,1,1,0,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
375,116-1-375,2019-12-04 11:34:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1055,1,0,1,0,1,0,1,3,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,3,1,0,1,1,1,1,1,1,1,1,1,3,1,3,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,3,0,1,0,1
376,116-1-376,2019-12-04 12:04:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1173,1,1,1,0,1,0,1,3,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,0,1,1,1,3,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,3,1,0,1,1,1,1,1,1,1,1,1,3,1,3,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,3,1,1,1,1
377,116-1-377,2019-12-04 12:31:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN185,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,0,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
378,116-1-378,2019-12-04 14:01:00,1/2,Nomination Confirmed,On the Nomination PN783,1,1,1,1,1,0,1,3,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,3,1,1,0,0,1,1,1,3,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,3,1,0,1,1,1,1,1,1,1,1,1,3,1,3,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,3,1,1,0,1
379,116-1-379,2019-12-04 14:31:00,1/2,Nomination Confirmed,On the Nomination PN1056,1,0,1,0,1,0,1,3,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,3,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,3,0,0,1,1,0,1,0,1,1,1,0,3,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
380,116-1-380,2019-12-04 14:50:00,1/2,Nomination Confirmed,On the Nomination PN720,1,0,1,0,1,0,1,3,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,1,3,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,3,1,0,1,1,0,1,1,1,1,1,0,3,1,3,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,3,1,1,0,1
381,116-1-381,2019-12-04 15:09:00,1/2,Nomination Confirmed,On the Nomination PN903,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
382,116-1-382,2019-12-04 15:32:00,1/2,Nomination Confirmed,On the Nomination PN853,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1
383,116-1-383,2019-12-05 12:00:00,1/2,Nomination Confirmed,On the Nomination PN1055,1,0,1,0,1,0,1,3,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,0,0,1,1,1,3,1,1,1,1,1,3,1,1,1,1,0,1,1,0,0,3,3,1,0,3,3,1,1,1,1,1,1,1,3,1,3,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,3,0,1,0,1
384,116-1-384,2019-12-05 12:37:00,1/2,Nomination Confirmed,On the Nomination PN1173,1,1,1,0,1,0,1,3,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,0,1,1,1,3,1,1,1,1,1,3,1,1,1,1,0,1,1,1,0,3,3,1,0,3,3,1,1,1,1,1,1,1,3,1,3,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,3,1,1,1,1
385,116-1-385,2019-12-05 13:36:00,1/2,Nomination Confirmed,On the Nomination PN185,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,3,1,1,3,3,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
386,116-1-386,2019-12-09 17:31:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1167,3,0,1,3,1,0,1,3,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,1,1,0,0,1,0,3,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,3,1,1,0,3,3,3,3,0,0,1,3,0,1,0,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
387,116-1-387,2019-12-10 14:15:00,1/2,Nomination Confirmed,On the Nomination PN1167,1,0,1,3,1,0,1,3,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,1,1,0,0,1,0,3,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,3,3,0,1,0,1
388,116-1-388,2019-12-10 14:44:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1175,1,0,1,3,1,0,1,3,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,1,1,0,0,1,0,3,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,3,3,0,1,0,1
389,116-1-389,2019-12-10 15:15:00,1/2,Bill Passed,On Passage of the Bill S. 2740,1,1,1,3,1,1,1,3,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1
390,116-1-390,2019-12-11 12:01:00,1/2,Bill Passed,On Passage of the Bill H.R. 2333,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
391,116-1-391,2019-12-11 16:08:00,1/2,Nomination Confirmed,On the Nomination PN1175,1,0,1,3,1,0,1,3,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,3,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
392,116-1-392,2019-12-11 16:48:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1232,1,0,1,3,1,0,1,3,1,1,0,3,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,3,1,0,1,0,1,1,1,1,1,1,3,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,3,0,1,0,1
393,116-1-393,2019-12-11 17:17:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1267,1,1,1,3,1,0,1,3,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,3,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,3,1,1,1,0,1,1,1,1,1,1,3,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,3,1,1,1,1
394,116-1-394,2019-12-11 17:41:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN964,1,0,1,0,1,0,1,3,1,1,0,3,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,3,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,3,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
395,116-1-395,2019-12-12 11:45:00,1/2,Nomination Confirmed,On the Nomination PN964,1,0,1,0,1,0,1,3,1,1,0,3,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,3,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,3,1,1,0,1,0,3,1,0,1,1,0,1,1,0,0,1,1,0,0,3,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,3,1,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
396,116-1-396,2019-12-12 12:23:00,1/2,Nomination Confirmed,On the Nomination PN1232,1,0,1,0,1,0,1,3,1,1,0,3,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,3,1,1,1,1,1,3,1,1,1,1,0,1,1,0,1,1,1,1,0,3,1,0,1,0,1,1,1,1,1,1,3,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,3,0,1,0,1
397,116-1-397,2019-12-12 13:43:00,1/2,Nomination Confirmed,On the Nomination PN1267,1,1,1,1,1,0,1,3,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,0,1,1,3,0,1,0,0,1,1,1,3,1,1,1,1,1,3,1,0,1,1,0,1,1,1,0,3,1,1,0,3,1,1,1,0,1,1,1,1,1,1,3,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,3,1,1,0,1
398,116-1-398,2019-12-16 17:32:00,3/5,Cloture Motion Agreed to,On the Cloture Motion S. 1790,1,1,1,3,1,1,1,3,1,0,1,1,1,1,1,0,1,3,1,1,1,1,1,1,1,1,3,3,1,0,1,1,1,1,0,3,1,3,1,1,1,1,1,1,1,3,1,1,1,3,1,3,1,1,0,1,3,1,1,1,3,1,1,1,1,0,3,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,3,1
399,116-1-399,2019-12-17 12:02:00,3/5,Motion Agreed to,On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: the Conference Report to Accompany S. 1790),1,1,1,1,1,1,1,3,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,3,1,1,1,1,1,1,1,3,0,1,1,0,1,3,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3,1,1,0,1
400,116-1-400,2019-12-17 12:32:00,1/2,Conference Report Agreed to,On the Conference Report S. 1790,1,1,1,1,1,1,1,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,1
401,116-1-401,2019-12-18 10:39:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN238,1,0,1,0,1,0,1,3,1,1,1,3,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,3,1,1,0,1,0,3,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
402,116-1-402,2019-12-18 13:11:00,1/2,Nomination Confirmed,On the Nomination PN238,1,0,1,0,1,0,1,3,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,3,1,1,0,1,0,3,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
403,116-1-403,2019-12-18 13:39:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1057,1,0,1,0,1,1,1,3,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,0,0,1,1,1,3,1,1,1,1,1,3,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,3,0,1,0,1
404,116-1-404,2019-12-18 16:01:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1053,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,0,1,1,3,1,1,1,0,1,1,1,3,1,1,1,1,1,3,1,1,1,1,0,1,1,1,0,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,1
405,116-1-405,2019-12-18 16:39:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1108,1,0,1,0,1,0,1,3,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,3,1,0,0,1,0,3,1,0,1,0,0,1,1,0,0,1,1,0,0,3,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
406,116-1-406,2019-12-18 16:55:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1051,1,0,1,1,1,0,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,0,0,1,1,1,3,1,1,1,1,1,3,1,1,1,1,0,1,1,0,0,1,1,1,0,3,1,1,1,1,1,1,1,1,1,1,3,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,3,1,1,0,1
407,116-1-407,2019-12-18 17:11:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1169,1,1,1,0,1,1,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,0,1,1,1,3,1,1,1,1,1,3,1,1,1,1,0,1,1,1,0,1,1,1,0,3,1,1,1,1,1,1,1,1,1,1,3,1,0,0,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,0,1
408,116-1-408,2019-12-18 17:31:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1238,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,0,1,1,1,3,1,1,1,1,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
409,116-1-409,2019-12-18 17:52:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN784,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,0,0,1,1,1,3,1,1,1,1,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
410,116-1-410,2019-12-18 18:12:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN726,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,0,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
411,116-1-411,2019-12-18 18:34:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN773,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,0,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,3,1,1,1,1
412,116-1-412,2019-12-18 18:51:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN511,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,0,1,1,1,3,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
413,116-1-413,2019-12-19 11:03:00,3/5,Cloture Motion Agreed to,On the Cloture Motion H.R. 1865,1,1,0,1,0,1,1,3,1,0,1,1,1,1,1,0,1,0,1,1,1,1,3,1,1,0,0,1,1,0,0,1,1,1,0,1,1,3,1,0,1,1,1,1,0,3,0,1,1,1,1,3,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,3,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,3,1,1,3,1,1,1,1
414,116-1-414,2019-12-19 12:22:00,3/5,Motion Agreed to,On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: H.R. 1865),1,1,0,1,0,1,1,3,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,3,1,0,1,1,1,1,0,3,0,1,1,0,1,3,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,3,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,3,0,1,1,1
415,116-1-415,2019-12-19 12:48:00,1/2,Motion Agreed to,On the Motion (Motion to Concur in the House Amendment to the Senate Amendment to H.R. 1865),1,1,0,1,0,1,1,3,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,3,1,0,1,1,1,1,0,3,0,1,1,0,1,3,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,3,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,3,1,1,1,1
416,116-1-416,2019-12-19 13:46:00,1/2,Nomination Confirmed,On the Nomination PN1057,1,0,1,0,1,1,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,0,0,1,1,1,3,1,1,1,1,1,3,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,3,1,1,1,1,3,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,3,0,1,0,1
417,116-1-417,2019-12-19 14:08:00,1/2,Nomination Confirmed,On the Nomination PN1053,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,1,1,0,1
418,116-1-418,2019-12-19 14:20:00,1/2,Nomination Confirmed,On the Nomination PN1108,1,0,1,0,1,0,1,3,1,1,0,3,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,3,1,0,0,1,0,3,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,3,3,0,1,0,1
419,116-1-419,2019-12-19 14:33:00,1/2,Nomination Confirmed,On the Nomination PN1051,1,0,1,1,1,0,1,3,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,0,0,1,1,1,3,1,1,1,1,1,3,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,3,3,1,1,0,1
420,116-1-420,2019-12-19 14:49:00,1/2,Nomination Confirmed,On the Nomination PN1169,1,1,1,0,1,1,1,3,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,3,3,1,1,0,1
421,116-1-421,2019-12-19 15:01:00,1/2,Nomination Confirmed,On the Nomination PN1238,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
422,116-1-422,2019-12-19 15:14:00,1/2,Nomination Confirmed,On the Nomination PN784,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,0,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
423,116-1-423,2019-12-19 15:25:00,1/2,Nomination Confirmed,On the Nomination PN726,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
